Artist;Article;I;Other;Othref;Preps;Pronoun;Self;We;You
Jayh;0.026604373499448445;0.083057556290961;0.010187528388813186;0.0683927065083382;0.0581402894036727;0.16157290247226008;0.08584777107261048;0.002660437349944845;0.0527545259879307
Volumia!;0.04745762711864407;0.11073446327683616;0.008587570621468926;0.0592090395480226;0.0952542372881356;0.18621468926553672;0.11502824858757063;0.0040677966101694924;0.04384180790960452
JanSmit&Broederliefde;0.021666666666666667;0.07166666666666667;0.0;0.05833333333333333;0.055;0.145;0.07666666666666666;0.0033333333333333327;0.05333333333333334
PauldeLeeuw;0.04885786802030457;0.0721484025082114;0.010488205434458045;0.06255598686174978;0.07808300985368767;0.1489250522544043;0.07599283368169603;0.003396536279486414;0.04322185727082711
Yes-R;0.04640185607424297;0.07232289291571663;0.010040401616064643;0.06916276651066043;0.06912276491059642;0.15584623384935398;0.0766030641225649;0.0038401536061442453;0.0516020640825633
Clouseau;0.04222254100320375;0.08387127623965954;0.015540572849423803;0.064983503084206;0.07301678381867738;0.16056998039496964;0.08755319657629226;0.003299383158800746;0.04260507818103572
DavinaMichelle;0.08620689655172414;0.054187192118226604;0.0;0.04433497536945813;0.09359605911330048;0.11083743842364532;0.061576354679802964;0.0049261083743842365;0.036945812807881784
ReneFroger;0.04373003194888179;0.07108626198083066;0.0019968051118210857;0.06230031948881789;0.07967252396166134;0.150758785942492;0.07488019169329073;0.0033945686900958465;0.05171725239616613
Isookschitterend!;0.07429048414023373;0.0676126878130217;0.005843071786310518;0.07679465776293823;0.07762938230383973;0.1636060100166945;0.06844741235392321;0.0008347245409015025;0.051752921535893164
AliB;0.038478876867594033;0.06874678001030397;0.011946161772282329;0.05956980937661;0.07541215868109223;0.13958655332302936;0.07183797011849563;0.002865790829469345;0.040346470891293146
CorryKonings;0.031284668293765264;0.07736114192737223;0.0069521485097256116;0.06833814067006877;0.08083721618223504;0.15620146438872864;0.0813549293691295;0.0031802381480659715;0.05546927002440648
Frenna;0.02429087158329036;0.07802991232594121;0.008457968024755028;0.051985559566787014;0.06400206291903042;0.13579164517792675;0.08060856111397627;0.002475502836513667;0.04017534811758639
KennyB;0.02279839070183281;0.043659663239457615;0.012367754433020416;0.042914617791685296;0.05602741767247802;0.09327969006109373;0.04589479958277455;0.002235136343316942;0.027417672478021158
DeSjonnies;0.061575757575757575;0.05551515151515152;0.008;0.03684848484848485;0.09309090909090907;0.09915151515151516;0.05915151515151515;0.003151515151515152;0.019151515151515152
PaterMoeskroen;0.057342161267439115;0.044336722629463234;0.015074485694017497;0.0455781508630882;0.07897848191061717;0.1018562307874202;0.04871127926223694;0.0027193189879404114;0.0194490423267912
Sef;0.058364369164838524;0.06157849089332178;0.007040457119534719;0.04683434518647008;0.0653027906739452;0.12024896688944442;0.06234375797153206;0.00045916024692617717;0.03688587316973624
StefBos;0.0797519878833775;0.06914994320333206;0.02054146156758804;0.051732298371828855;0.08027262400605831;0.136501325255585;0.0732203710715638;0.003786444528587656;0.021772056039379026
LangeFrans;0.06080947680157945;0.060414610069101676;0.01031589338598223;0.053010858835143136;0.07956564659427444;0.12657946692991115;0.06315399802566632;0.00234452122408687;0.0361796643632774
DeKraaien;0.03212134731206781;0.03970555431630605;0.004795895605621236;0.08732991300468436;0.08119562792772697;0.14019629712246265;0.042939995538701765;0.003122908766451037;0.07718045951371849
WillekeAlberti;0.036616161616161616;0.06881313131313131;0.0037878787878787884;0.04166666666666666;0.08270202020202021;0.1268939393939394;0.07512626262626262;0.006313131313131313;0.02525252525252525
Extince;0.04768853220136632;0.0579027658022153;0.01107647409962194;0.053127279962857335;0.07448431385554155;0.1223718246335478;0.059494594415334626;0.0015255024209060155;0.03807123433043709
DoeMaar;0.04076190476190476;0.06198639455782313;0.013931972789115649;0.05616326530612245;0.07401360544217687;0.13708843537414964;0.06644897959183674;0.004299319727891157;0.03374149659863945
RobDeNijs;0.05697849609642515;0.0701730356572159;0.01734922156782176;0.05958087933159841;0.08546774414463773;0.1411678765465918;0.07327763320093138;0.002602383235173264;0.033785326211021316
MarcoBorsato;0.054925893635571064;0.08432626174561657;0.007507507507507507;0.07749685169040008;0.08723239368400659;0.17616003099874067;0.0877651845393781;0.0032936161968420037;0.06156156156156156
Nick&Simon;0.043310385021673406;0.06334462535970567;0.008377955050449859;0.0514333588314574;0.07674935344042545;0.12843769351254872;0.06687793683750409;0.003278330237132554;0.03835646377445088
KraantjePappie;0.04584701111693471;0.04935036274861383;0.009461807950125514;0.051970980110893496;0.07139113403768171;0.11321067005048135;0.05161236931394996;0.002124079335742462;0.03842652616479545
HetGoedeDoel;0.04939430932481923;0.07503051929758663;0.015870034745046484;0.052681002911071466;0.0828246783735562;0.14198516292609634;0.07531223589069397;0.00028171659310733397;0.02882899802798385
Nielson;0.05300472653612424;0.07515192437542201;0.01262660364618501;0.06076975016880486;0.08082376772451047;0.14841323430114786;0.07954085077650236;0.0033085752869682645;0.039365293720459146
Hakkûhbar;0.028923660502607876;0.05547652916073969;0.006638217164532954;0.026552868658131817;0.09151256519677572;0.09009009009009007;0.0564248458985301;0.0009483167377904221;0.013750592697961118
Raymtzer;0.04132231404958678;0.0743801652892562;0.019834710743801654;0.06942148760330577;0.07603305785123966;0.17355371900826447;0.08429752066115702;0.009917355371900829;0.03636363636363636
DJMadman;0.02247191011235955;0.08667736757624397;0.009630818619582664;0.12038523274478333;0.04654895666131621;0.21348314606741567;0.08667736757624397;0.0;0.11075441412520064
FreekdeJonge;0.07463837994214079;0.05130183220829315;0.010607521697203472;0.0476374156219865;0.0879459980713597;0.10684667309546768;0.058437801350048224;0.006557377049180328;0.024108003857280614
RonnieFlex;0.037734202257651575;0.08393459792854649;0.011491912021412778;0.06269638077504948;0.06735133247992553;0.15701733969510065;0.08600023274758524;0.0018619806819504246;0.0469277318747818
MarianneWeber;0.04406233207952714;0.07240730789897905;0.008597528210639442;0.06851155292853305;0.07684040838259;0.15341214400859754;0.07898979043524987;0.005642127888232133;0.04795808704997313
K3;0.045804309087963714;0.05560505426858902;0.005548355742750689;0.06269236999838004;0.08168637615421999;0.13259355256763325;0.06321885630973595;0.006641827312489875;0.042807387007937785
Josylvio;0.03763522779216821;0.07076032302300778;0.007892731982325157;0.0393722383056529;0.08709431662349536;0.11601401797958252;0.07176596068870943;0.0010056376657016607;0.029712021941185437
OmeHenk;0.054233536247924735;0.07692307692307693;0.006087437742114001;0.022689540675152185;0.09518539014941893;0.10846707249584947;0.07802988378527947;0.0011068068622025458;0.008854454897620366
DeDijk;0.07942620583421585;0.05049581207278329;0.00967555598344084;0.047126215461634736;0.08529893135650332;0.11755078463463944;0.05266198132280736;0.0015403870222393376;0.03143352267257148
Brainpower;0.037037037037037035;0.039182039182039184;0.004261404261404261;0.04936364936364936;0.07367367367367368;0.10204490204490203;0.039611039611039615;0.00040040040040040036;0.042328042328042326
AcdaenDeMunnik;0.05816330788167062;0.07343430550340051;0.012642383277005884;0.053782283973797314;0.06775983644177411;0.14403137647598782;0.07572912755038178;0.002127925898109901;0.034630950890808185
OsdorpPosse;0.050599567525063886;0.03715352860231964;0.012816984470218205;0.06923530568114802;0.08154118340868881;0.11865539610772555;0.04419107528995479;0.005897385492431689;0.045724395517987015
AndréVanDuin;0.0415596864194995;0.04967306836465715;0.008866522885214475;0.04036150765122728;0.07230153024545548;0.10249563520591558;0.05378110985587621;0.0033891342302557253;0.02365547225360309
Esko;0.031759248245509686;0.06803853931247769;0.009277982633519685;0.04829308909242298;0.07339122160104675;0.12323064113238967;0.06934697276079457;0.0011894849530153446;0.03687403354347568
Jiskefet;0.05017502917152858;0.1061843640606768;0.010501750291715286;0.043173862310385065;0.07934655775962661;0.1633605600933489;0.1061843640606768;0.0;0.026837806301050177
HenkWestbroek;0.04438293404600554;0.07005822277369476;0.013076262288823136;0.060990741624510826;0.08676147752219146;0.14708408895676242;0.0713944831535745;0.0013362603798797365;0.039133339696478
MaaikeOuboter;0.04937839257573105;0.06916476974260201;0.015934162143232358;0.07827000525302047;0.09700577832253546;0.15601470845736298;0.07161617930309927;0.0021012081947119595;0.050428996673087034
RuthJacott;0.042650636897094606;0.08723343351939315;0.003864319450407901;0.061972234149134116;0.09059682267067412;0.16516387576928582;0.0910261914984972;0.0027193359095463;0.051381136396164304
Henkwijngaard;0.04728284124946513;0.0733846812152332;0.013692768506632437;0.03187847667950364;0.11082584510055626;0.11596063329054344;0.07595207531022677;0.002567394094993581;0.014120667522464696
BrigitteKaandorp;0.04761083318958082;0.06348111091944109;0.016042780748663103;0.05744350526134207;0.10298430222528894;0.12851474900810764;0.06572365016387786;0.0022425392444367772;0.034673106779368634
GerardJoling;0.04122285240005533;0.0944805643934154;0.0012449854751694564;0.048277770092682255;0.10416378475584452;0.1542398672015493;0.09793885737999723;0.0027666343892654584;0.04066952552220224
DeBoswachters;0.0550098231827112;0.07858546168958742;0.005893909626719057;0.019646365422396856;0.0412573673870334;0.10216110019646366;0.0825147347740668;0.0;0.001964636542239685
SlimmeSchemer;0.03996101364522417;0.08869395711500974;0.006822612085769979;0.04775828460038986;0.056530214424951264;0.14132553606237816;0.08869395711500974;0.0;0.03996101364522417
JeroenVanDerBoom;0.044166064402152094;0.0905805829920501;0.0036938890227254475;0.06809604111459086;0.0889745442865173;0.17224765116839316;0.09162450815064643;0.0008030193527664018;0.061109772745523164
GlennisGrace;0.04628592758491975;0.0936916759985069;0.005785740948114969;0.06980216498693542;0.07465472191116088;0.18047779022023144;0.09667786487495332;0.0022396416573348264;0.0593505039193729
AndréHazes;0.036178529224615945;0.08971911644395962;0.006090355422234343;0.06376693027906552;0.07085719480047269;0.16566675756749386;0.09149168257431142;0.001636214889555495;0.05067721116262158
Lil'Kleine;0.03210564574751636;0.08504967288587352;0.009490348114045716;0.06946127130280268;0.07160164768597044;0.16630320652612873;0.08622082222760681;0.0010903804216137632;0.056820935304094974
Bizzey;0.028105167724388036;0.06497431248111211;0.0077062556663644605;0.05772136597159262;0.06172559685705651;0.128739800543971;0.06588093079480206;0.0008310667875491085;0.04782411604714415
GersPardoel;0.045737569819613584;0.08515703690138265;0.011262704880505448;0.04724842047431554;0.09330647376613864;0.14444647926014098;0.08808717150444098;0.002930134603058328;0.029255562677410495
BLØF;0.06396761133603239;0.06923076923076922;0.012246963562753036;0.04736842105263158;0.08577935222672065;0.13562753036437247;0.07327935222672065;0.003694331983805668;0.027125506072874492
Brace;0.03200226564712546;0.08524497309544038;0.0016992353440951572;0.06853582554517132;0.07958085528178986;0.16709147550269046;0.08609459076748796;0.0005664117813650524;0.06513735485698102
WolterKroes;0.05129507364144235;0.10766886744540376;0.0016929067208396814;0.07042491958693076;0.08125952260030472;0.1931606568478077;0.11342475029625868;0.005755882850854918;0.06229896732690029
EvaDeRoovere;0.04720037019898195;0.08121240166589543;0.010411846367422487;0.06987505784359092;0.07612216566404442;0.16288755205923186;0.08537714021286441;0.003933364183248496;0.04534937528921795
MissMontreal;0.03361344537815126;0.06962785114045618;0.002400960384153661;0.06842737094837935;0.0744297719087635;0.15606242496998798;0.08523409363745499;0.012004801920768308;0.04441776710684274
DePoema's;0.05698860227954409;0.08848230353929214;0.01169766046790642;0.035992801439712056;0.06778644271145771;0.15236952609478105;0.09028194361127774;0.0014997000599880025;0.020695860827834436
DiggyDex;0.05997128135822283;0.06436354421826168;0.012247656052031422;0.05110228904468283;0.08666272489230509;0.13345721767041135;0.06799560773713996;0.003547596925415998;0.033448771011065116
Maan;0.02245123297754877;0.08722856091277144;0.0007361059992638941;0.10231873389768127;0.07103422892896577;0.21494295178505704;0.08980493191019506;0.002576370997423629;0.0986382039013618
Jebroer;0.04214765100671141;0.08953020134228187;0.009798657718120805;0.0485234899328859;0.08006711409395974;0.14973154362416108;0.09402684563758387;0.004228187919463087;0.03174496644295302
Broederliefde;0.03210602195852279;0.06019185982033936;0.009676167239658423;0.054896306975712544;0.07441499390041034;0.1229344571365199;0.06232671620272817;0.0019962293445713653;0.041865365420871686
Boef;0.03299727857496289;0.08303438891637803;0.01382360217714003;0.05353166749134092;0.0797872340425532;0.14330776843146956;0.08442602671944582;0.0013297872340425534;0.035409450766947057
Veldhuis&Kemper;0.04730251970938321;0.08131086721286132;0.015149172978822074;0.06461586025660844;0.07280878033699181;0.17066007110836295;0.08471170196320915;0.0034008347503478127;0.042974184572576915
RoxeanneHazes;0.027514231499051238;0.09044908285895004;0.003478810879190386;0.06767868437697659;0.05882352941176471;0.1752055660974067;0.09171410499683744;0.001265022137887413;0.06198608475648324
DefRhymz;0.041812609457092816;0.059325744308231176;0.013353765323992994;0.05823117338003503;0.06895796847635728;0.125;0.06414185639229422;0.0048161120840630465;0.03261821366024518
ThePartysquad;0.032761840095060266;0.049821762009845526;0.007129519606178917;0.04617212697334918;0.06442030215583093;0.11025292819555252;0.05194364284501783;0.002121880835172297;0.0365812255983704
EllentenDamme;0.0594665500655881;0.09663314385658067;0.006558810668998688;0.06689986882378662;0.07520769567118496;0.1818976825535636;0.1010056843025798;0.004372540445999125;0.04678618277219064
3js;0.07668481321569362;0.0657030223390276;0.006570302233902759;0.057537075276891315;0.0873850197109067;0.1360052562417871;0.06955134221888493;0.00328515111695138;0.045616669795382016
DeKast;0.062150953829140175;0.08095106441802599;0.016311860658003868;0.054354437379043406;0.08930052529720763;0.15355266795687034;0.08233342549073817;0.001105888858169754;0.03107547691457008
Linda,Roos&Jessica;0.020249221183800625;0.0514018691588785;0.0;0.08722741433021806;0.08099688473520249;0.1806853582554517;0.0514018691588785;0.0;0.08255451713395638
Fluitsma&VanTijn;0.05617977528089888;0.0;0.02247191011235955;0.0599250936329588;0.09737827715355804;0.06741573033707865;0.0;0.0;0.033707865168539325
BaasB;0.05219893136046034;0.07850390464447185;0.006576243321002878;0.0690505548705302;0.0752157829839704;0.15824085491163173;0.0793259350595972;0.00041101520756267986;0.0612412659268393
GuusMeeuwis;0.060278761260251876;0.07403755658136513;0.00990453995428674;0.05808273203961816;0.08282167346389997;0.14498274548469506;0.081656433469278;0.006498453816160982;0.03836328597678483
FransBauer;0.041241866898919004;0.07054664685690866;0.0034325528971771093;0.05640657820585071;0.0768481991905323;0.13612377683282956;0.07766791331523132;0.006506480864798402;0.04288129514831703
